,slug,playtime,released,rating,rating_top,ratings_count,reviews_text_count,added,metacritic,suggestions_count,updated,tags,reviews_count,genres,yet,owned,beaten,toplay,dropped,playing
528,3d-classics-excitebike,1,6/6/2011,0,0,2,0,9,,138,2019-01-09T12:41:06,"race, speed",2,,0,5,3,1,0,0
529,liberation-maiden,0,10/4/2012,0,0,2,0,9,,370,2019-10-22T14:27:54,"Space, school",2,"Arcade, Action",0,2,4,2,1,0
530,3d-sonic-the-hedgehog,0,5/15/2013,0,0,3,0,9,,98,2019-01-09T12:41:06,"Robots, Animals",3,,1,4,1,0,3,0
531,generator-rex-agent-of-providence,0,11/1/2011,0,0,3,0,9,,525,2019-01-09T12:41:06,"holiday, fight",3,,1,6,2,0,0,0
532,picross-3d-round-2,0,9/1/2016,0,0,3,0,9,,133,2019-01-09T12:41:06,,3,,0,3,4,0,1,1
533,ambition-of-the-slimes,1,10/14/2014,0,0,3,0,9,,409,2019-10-22T14:29:29,"Full controller support, Steam Achievements",3,"Strategy, Indie",1,5,1,1,1,0
534,sushi-striker-the-way-of-sushido,0,6/8/2018,0,0,1,0,9,,252,2019-02-01T16:37:21,"role-playing, puzzles",1,,3,1,0,0,4,1
535,yo-kai-watch-2-psychic-specters,0,9/29/2017,0,0,2,0,9,,299,2019-01-09T12:41:06,,2,,3,2,3,1,0,0
536,boxboxboy,0,6/30/2016,0,0,4,0,9,,25,2019-09-12T06:37:34,"exclusive, true exclusive",4,,2,2,3,1,0,1
537,blast-em-bunnies,0,3/8/2016,0,0,1,0,8,,195,2019-08-02T16:25:02,"Mystery, Runner",1,,0,8,0,0,0,0
538,famicom-tantei-club-kieta-kokeisha,0,4/27/1988,0,0,0,0,8,,22,2019-08-28T22:02:14,,0,,1,3,2,2,0,0
539,lufia-the-legend-returns-2001,0,9/7/2001,0,0,0,0,8,,289,2019-09-12T06:36:20,"Singleplayer, exclusive",0,,0,3,0,5,0,0
540,super-monkey-ball-3d,0,3/3/2011,0,3,4,1,8,,214,2019-09-12T06:37:45,"puzzles, exclusive",5,,0,4,3,0,1,0
541,3d-classics-kid-icarus,0,3/23/2012,0,0,4,0,8,,289,2019-01-09T12:41:06,"battle, fight",4,,0,5,1,0,2,0
542,yo-kai-watch-2-fleshy-souls,0,9/30/2016,0,0,3,0,8,,393,2019-09-12T06:37:39,"role-playing, exclusive",3,,1,2,3,1,1,0
543,sakura-samurai-art-of-the-sword,0,11/16/2011,0,0,1,0,8,,444,2019-09-12T06:37:44,"exclusive, true exclusive",1,,1,2,1,3,1,0
544,tetris-axis,6,6/18/2011,0,0,1,0,8,,161,2019-09-12T06:37:45,"exclusive, true exclusive",1,,0,6,2,0,0,0
545,disney-magical-world,0,4/11/2014,0,0,0,0,8,,321,2019-09-12T06:37:35,"exclusive, true exclusive",0,,1,4,0,2,0,1
546,spongebob-squigglepants,0,4/12/2011,0,0,1,0,8,,211,2019-01-09T12:41:06,"party, edutainment",1,,0,2,6,0,0,0
547,harvest-moon-3d-the-tale-of-two-towns,0,10/25/2011,0,0,2,0,8,,106,2019-01-09T12:41:06,,2,,2,3,1,1,0,1
548,freakyforms-your-creations-alive,0,9/7/2011,0,0,3,0,8,,203,2019-09-12T06:37:37,"Creature Creator, exclusive",3,,0,4,4,0,0,0
549,balloon-fight,6,7/16/2007,0,0,2,0,8,,192,2019-07-24T09:21:29,"Cute, Physics",2,,0,5,2,0,1,0
550,quarth-1990,0,3/16/1990,0,0,2,0,8,,284,2019-09-07T11:06:15,"japan, block",2,,0,3,3,2,0,0
551,warios-woods,1,11/19/2006,0,0,3,1,8,,230,2019-01-09T12:41:06,,4,,1,3,2,0,1,1
552,heroes-of-ruin,1,6/15/2012,0,0,2,0,8,,215,2019-09-12T06:37:37,"exclusive, true exclusive",2,,0,2,4,1,1,0
553,theatrhythm-final-fantasy-curtain-call-2,0,,0,5,5,0,8,,0,2019-09-12T06:37:45,"exclusive, true exclusive",5,,1,1,6,0,0,0
554,nintendo-badge-arcade,0,11/10/2015,0,0,2,0,8,,60,2019-09-12T06:37:41,"exclusive, true exclusive",2,,0,3,2,0,2,1
555,mario-and-donkey-kong-minis-on-the-move,0,5/9/2013,0,0,0,0,8,,133,2019-09-12T06:37:40,"exclusive, true exclusive",1,,3,3,0,1,1,0
556,jake-hunter-detective-story-ghost-of-the-dusk,0,1/31/2019,0,0,1,0,8,,107,2019-01-09T12:41:06,"Crime, secrets",1,,4,2,1,1,0,0
557,geki-yaba-runner-deluxe,0,12/22/2016,0,0,0,0,8,,66,2019-01-09T12:41:06,"Destruction, Runner",0,,5,2,0,0,1,0
558,the-mysterious-murasame-castle-1986,0,4/14/1986,0,0,1,0,8,,100,2019-08-28T22:02:14,,1,,0,3,3,2,0,0
559,stretchmo,0,5/14/2015,0,0,1,0,8,,157,2019-09-12T06:37:44,"puzzles, exclusive",1,,2,5,0,1,0,0
560,brain-age-concentration-training,0,7/28/2012,0,0,3,0,8,,64,2019-09-12T06:37:34,"exclusive, true exclusive",3,,1,5,1,0,0,1
561,qix-1990,0,4/13/1990,0,0,2,0,8,,301,2019-08-17T02:56:15,"alternating turns, 2 players",2,,0,2,3,2,1,0
562,sky-kid-1986,0,8/22/1986,0,0,2,0,8,,100,2019-01-09T12:41:06,,2,,0,3,2,2,0,1
563,7th-dragon-iii-code-vfd,0,7/12/2016,0,0,2,0,8,,228,2019-08-07T20:49:01,,2,,1,3,0,3,0,1
564,inazuma-eleven-3-lightning-bolt,0,9/29/2013,0,0,2,0,8,,65,2019-06-25T08:38:25,,2,"Arcade, Sports",2,1,4,0,1,0
565,pokemon-dream-radar,0,6/23/2012,0,0,3,0,7,,193,2019-01-09T12:41:06,"Dreams, hard",3,,0,0,4,1,1,1
566,attack-on-titan-humanity-in-chains,0,5/12/2015,0,0,2,0,7,,136,2019-09-12T06:37:34,"exclusive, true exclusive",2,,1,3,0,2,1,0
567,pac-man-and-the-ghostly-adventures-2,0,10/3/2014,0,0,0,0,7,,381,2019-08-02T16:25:17,,0,"Arcade, Adventure",2,5,0,0,0,0
568,fairune,0,3/28/2013,0,0,0,0,7,,277,2019-10-22T14:27:46,,0,"Adventure, RPG",0,5,1,0,1,0
569,dead-or-alive-dimensions,0,5/20/2011,0,0,2,0,7,,541,2019-01-09T12:41:06,"love, history",2,,1,2,1,0,3,0
570,azada,2,4/21/2010,0,0,3,0,7,,354,2019-08-28T22:07:54,"Singleplayer, puzzles",3,"Casual, Indie",0,6,1,0,0,0
571,picross-e3,0,6/12/2013,0,0,2,0,7,,56,2019-01-09T12:41:06,,2,,0,2,4,0,0,1
572,avenging-spirit-1991,0,1/1/1991,0,0,1,0,7,,370,2019-08-28T22:26:01,,1,,0,3,1,2,0,1
573,marus-mission-1990,0,9/28/1990,0,0,0,0,7,,215,2019-08-28T22:00:49,,0,,0,2,2,2,1,0
574,radar-mission-1990,0,10/23/1990,0,0,1,0,7,,217,2019-08-28T22:01:07,,1,,0,3,2,2,0,0
575,yo-kai-watch-3,0,12/31/2019,0,0,0,0,7,,0,2019-09-12T06:37:39,"role-playing, exclusive",0,,1,3,0,3,0,0
576,mario-party-star-rush,0,11/4/2016,0,0,4,0,7,,82,2019-09-12T06:37:40,"party, exclusive",4,,0,3,2,0,2,0
577,kaeru-no-tame-ni-kane-wa-naru,0,9/4/1992,0,0,2,0,7,,231,2019-08-28T22:01:07,,2,,0,2,4,1,0,0
578,pitman-1990,0,6/1/1990,0,0,0,0,7,,230,2019-08-28T22:00:51,,0,,0,2,2,2,1,0
579,revenge-of-the-gator,0,10/18/1989,0,0,0,0,7,,223,2019-08-28T22:00:48,"Multiplayer, Singleplayer",0,,0,3,2,2,0,0
580,the-sword-of-hope,0,12/28/1989,0,0,0,0,7,,148,2019-08-28T22:00:47,,0,,0,3,2,2,0,0
581,dreamworks-super-star-kartz,0,11/15/2011,0,0,0,0,7,,517,2019-01-09T12:41:06,"Movie, crazy",0,"Racing, Arcade",0,7,0,0,0,0
582,sonic-boom-fire-ice,0,9/27/2016,4,4,6,0,7,,255,2019-09-12T06:37:44,"exclusive, true exclusive",6,,0,1,0,1,5,0
583,ar-games,0,2/26/2011,0,0,4,0,7,,103,2020-04-29T01:06:18,,4,,1,1,3,0,2,0
584,escapevektor,0,12/20/2012,0,0,2,0,7,,212,2019-08-02T16:23:01,"online, friends",2,,0,6,0,0,1,0
585,kirbys-dream-land-2,1,8/1/2013,0,0,2,0,7,,129,2019-06-23T16:38:17,"Mystery, NES",2,,3,3,1,0,0,0
586,picross-e5,0,11/13/2014,0,0,2,0,7,,59,2019-01-09T12:41:06,,2,,0,3,4,0,0,0
587,ultimate-nes-remix,0,11/7/2014,0,0,2,0,7,,151,2019-01-09T12:41:06,"Retro, online",2,,1,3,0,0,2,1
588,mario-golf,0,10/6/2008,0,0,2,0,7,,308,2019-01-29T17:22:45,"Golf, Minigames",2,,0,3,1,0,3,0
589,kirby-battle-royale,0,11/3/2017,0,0,3,1,7,,142,2019-09-12T06:37:38,"exclusive, true exclusive",4,,1,3,1,0,1,1
590,kings-knight-1986,0,9/18/1986,0,0,1,0,7,,273,2019-08-28T22:01:52,,1,,0,3,2,2,0,0
591,balloon-kid-1990,0,10/5/1990,0,0,1,0,7,,215,2019-08-28T22:01:22,"Multiplayer, Singleplayer",1,,0,2,3,2,0,0
592,fortified-zone-1991,0,2/26/1991,0,0,3,0,7,,179,2019-08-28T22:00:50,"Multiplayer, Singleplayer",3,,0,2,4,1,0,0
593,the-tower-of-druaga-1984,0,7/20/1984,0,0,1,0,7,,284,2019-08-28T22:00:46,"Singleplayer, alternating turns",1,,0,3,2,2,0,0
594,nano-assault-ex,0,3/7/2013,0,0,0,0,7,,443,2019-01-09T12:41:06,"online, virus",0,,2,2,1,1,1,0
595,my-nintendo-picross-the-legend-of-zelda-twilight-p,0,3/31/2016,0,0,4,0,7,,31,2019-12-09T02:24:34,,4,,1,1,3,0,2,0
596,princess-tomato-in-the-salad-kingdom-1988,0,5/27/1988,0,0,0,0,7,,240,2019-08-28T22:26:19,,0,,0,3,2,2,0,0
597,raining-coins,0,11/22/2014,0,0,0,0,6,,139,2019-10-22T14:22:27,"Singleplayer, Инди",0,"Educational, Action",0,5,0,1,0,0
598,mario-sports-superstars,0,3/23/2017,0,0,4,0,6,62,379,2019-11-30T07:06:59,"exclusive, true exclusive",4,,1,2,0,0,3,0
599,pinball-hall-of-fame-the-williams-collection,0,2/26/2008,0,0,1,0,6,,231,2019-01-09T12:41:06,,1,,0,6,0,0,0,0
600,sonic-boom-shattered-crystal,0,11/11/2014,0,1,5,0,6,,475,2019-09-12T06:37:44,"exclusive, true exclusive",5,,0,1,2,2,1,0
601,picross-e7,0,12/15/2016,0,0,2,0,6,,62,2019-01-09T12:41:06,,2,,0,1,5,0,0,0
602,hometown-story,0,10/17/2013,0,0,1,0,6,,201,2019-01-09T12:41:06,"Story, friendship",1,,1,2,0,1,2,0
603,picross-e4,0,11/20/2013,0,0,1,0,6,,103,2019-01-09T12:41:06,,1,,0,2,4,0,0,0
604,mega-man-v,0,7/22/1994,0,0,3,0,6,,176,2019-04-24T15:01:28,"Robots, NES",3,,2,2,2,0,0,0
605,mutant-mudds-super-challenge-2,0,3/17/2016,0,0,2,0,6,,199,2019-08-28T22:09:33,"2D, Full controller support",2,"Adventure, Action",0,4,0,0,1,1
606,famicom-wars,0,8/12/1988,0,0,1,0,6,,76,2020-06-15T12:50:08,,1,"Strategy, RPG",0,3,2,1,0,0
607,the-adventures-of-tintin-the-game,0,12/6/2011,0,0,3,0,6,,440,2019-10-22T14:27:46,"Building, Movie",3,"Family, Adventure",0,2,3,1,0,0
608,game-watch-gallery-2,0,5/24/2012,0,0,3,0,6,,148,2019-01-25T04:27:51,,3,,2,2,1,0,1,0
609,pokemon-rumble-world-free-to-start-version,0,4/8/2015,0,0,3,0,6,,315,2019-08-27T23:25:30,"friends, character",3,,0,2,1,0,3,0
610,tails-adventure,0,9/22/1995,0,0,2,0,6,,133,2019-04-08T16:42:04,"Solo, NES",2,,0,3,0,1,1,1
611,3d-out-run,0,3/12/2015,0,0,2,0,6,,206,2019-05-10T08:55:29,"car, speed",2,,0,2,2,1,1,0
612,dr-mario-miracle-cure,0,6/11/2015,0,0,1,0,6,,84,2019-09-12T06:37:35,"puzzles, exclusive",1,,1,2,2,1,0,0
613,senran-kagura-2-deep-crimson,0,9/15/2015,0,0,2,0,6,,91,2019-01-09T12:41:06,"japan, brawler",2,,1,1,2,2,0,0
614,how-to-train-your-dragon-2,0,6/3/2014,0,0,0,0,6,,356,2019-10-23T14:56:44,"Dragons, online",0,,0,6,0,0,0,0
615,spirit-camera-the-cursed-memoir,0,4/13/2012,0,0,3,0,6,,242,2019-09-12T06:37:44,"Horror, exclusive",3,,0,2,2,1,1,0
616,senran-kagura-burst,0,11/14/2013,0,0,3,0,6,,137,2019-01-18T12:01:15,"Flight, Ninja",3,,1,1,1,1,1,1
617,puzzle-and-dragons-super-mario-bros-edition,0,4/29/2015,0,0,2,0,6,,57,2019-09-12T06:37:43,"exclusive, true exclusive",2,,0,4,0,0,1,1
618,bittrip-saga,0,9/13/2011,0,0,0,0,6,,252,2019-09-12T06:37:34,"exclusive, true exclusive",0,,0,4,0,2,0,0
619,crimson-shroud,0,12/13/2012,0,0,3,0,6,,207,2019-01-10T12:25:56,,3,,1,0,2,1,2,0
620,disney-magical-world-2,0,10/14/2016,0,0,1,0,6,,366,2019-09-12T06:37:35,"exclusive, true exclusive",1,,0,3,0,0,3,0
621,pokemon-sun-and-pokemon-moon-special-demo-version,0,10/18/2016,0,0,1,0,6,,64,2019-01-09T12:41:06,,1,,0,1,4,1,0,0
622,mole-mania-1996,0,7/21/1996,0,0,2,0,6,,240,2019-08-28T22:01:07,,2,,0,3,2,1,0,0
623,cooking-mama-4-kitchen-magic,0,11/15/2011,0,0,1,0,6,,189,2019-09-12T06:37:35,"exclusive, true exclusive",1,,1,1,3,0,1,0
624,chronus-arc,0,10/1/2015,0,0,2,0,6,,357,2019-08-28T22:06:50,"Partial Controller Support, RPG",2,"Casual, Indie",1,4,0,1,0,0
625,bye-bye-boxboy,0,4/12/2017,0,0,2,0,6,,30,2019-09-12T06:37:34,"puzzles, exclusive",2,,2,2,1,1,0,0
626,sonic-labyrinth,0,6/27/2013,0,0,3,0,6,,218,2019-04-28T11:37:51,"NES, square",3,,0,3,0,2,1,0
627,ghostsn-goblins,0,12/10/2007,0,0,0,0,6,,230,2019-01-09T12:41:06,"Demons, Monsters",0,,1,2,2,0,1,0
628,mario-yoshi,0,12/14/1991,0,0,1,0,6,,0,2020-09-08T11:37:09,"Monsters, japan",1,,0,4,0,0,1,1
629,ice-age-4,0,6/29/2012,0,0,1,0,5,22,384,2020-05-15T04:03:40,,1,"Family, Arcade",0,4,0,0,1,0
630,demons-crest,0,10/30/2014,0,0,0,0,5,,364,2019-01-09T12:41:06,"Demons, NES",0,,0,4,0,1,0,0
631,governor-of-poker,0,12/5/2009,0,0,1,0,5,,361,2020-09-14T11:51:15,,1,,0,3,1,0,1,0
632,subaracity,0,5/28/2015,0,0,0,0,5,,126,2019-10-22T14:12:10,"Partial Controller Support, Steam Achievements",0,"Casual, Indie",0,4,0,1,0,0
633,mini-mario-friends-amiibo-challenge,0,4/28/2016,0,0,3,0,5,,75,2019-01-09T12:41:06,,3,,0,2,0,0,3,0
634,tappingo,0,2/27/2014,0,0,1,0,5,,44,2019-01-09T12:41:06,,1,,0,1,1,0,1,2
635,ganbare-goemon-sarawareta-ebisumaru,0,12/25/1991,0,0,0,0,5,,81,2019-08-28T22:00:50,,0,,0,3,1,1,0,0
636,parascientific-escape-cruise-in-the-distant-seas,0,3/3/2016,0,0,0,0,5,,70,2019-01-09T12:41:06,"school, escape",0,,2,2,0,0,0,1
637,blazblue-continuum-shift-ii,0,5/31/2011,0,0,2,1,5,,403,2019-08-02T16:23:12,"battle, fun",3,,0,3,2,0,0,0
638,pictlogica-final-fantasy,0,11/5/2013,0,0,1,0,5,,112,2019-12-09T02:26:25,,1,"RPG, Puzzle",0,1,1,1,2,0
639,megami-tensei-gaiden-last-bible,0,,0,0,0,0,5,,382,2019-01-09T12:41:06,"Demons, Music",0,,1,1,0,2,0,1
640,mercenaries-saga-2,3,7/2/2015,0,0,2,0,5,,103,2019-04-30T00:06:55,,2,,1,2,0,0,2,0
641,the-legend-of-korra-a-new-era-begins,0,10/28/2014,0,0,0,0,5,,115,2019-09-12T06:37:38,"role-playing, exclusive",0,,2,2,0,0,1,0
642,mario-sonic-at-the-rio-2016-olympic-games,0,3/18/2016,0,0,2,0,5,,311,2019-08-18T15:40:45,"Football, Soccer",2,,1,1,2,0,1,0
643,madagascar-3-the-video-game,0,6/5/2012,0,0,1,0,5,45,480,2020-06-27T00:24:07,,1,"Arcade, Platformer",0,3,0,0,2,0
644,bonds-of-the-skies,0,9/2/2013,0,0,3,0,5,,322,2019-08-28T22:03:47,"Partial Controller Support, RPG",3,"Adventure, RPG",0,3,0,1,1,0
645,monster-hunter-4,0,9/14/2013,0,0,2,0,5,,54,2019-09-12T06:37:41,"exclusive, true exclusive",2,"Action, RPG",1,1,1,1,1,0
646,culdcept-revolt,0,8/29/2017,0,0,1,0,5,,284,2019-03-25T19:12:01,,1,,1,1,0,1,1,1
647,inazuma-eleven-3-team-ogre-attacks,0,2/14/2014,0,0,2,0,5,70,0,2020-06-30T01:27:05,,2,"Arcade, Sports",0,1,3,0,1,0
648,kirbys-block-ball,0,5/17/2012,0,0,0,0,5,,163,2019-06-23T16:37:49,"blocks, NES",0,,0,3,2,0,0,0
649,speedx-3d,6,8/9/2012,0,0,2,0,5,,92,2020-03-31T22:54:23,"Music, Survival",2,"Casual, Arcade",0,3,1,0,1,0
650,kirby-fighters-deluxe,0,7/23/2014,0,0,0,0,5,,156,2019-06-23T16:37:27,"train, sword",0,,1,2,1,0,0,1
651,shantae,0,7/18/2013,0,0,2,0,5,,142,2019-01-09T12:41:06,"Fishing, battle",2,,0,1,2,2,0,0
652,toki-tori-3d,0,11/5/2015,0,0,1,0,5,,150,2019-01-09T12:41:06,,1,,1,2,0,1,1,0
653,regular-show-mordecai-rigby-in-8-bit-land,0,10/29/2013,0,0,1,0,5,,189,2019-08-19T17:13:53,"exclusive, true exclusive",1,,0,2,2,0,1,0
654,cut-the-rope-triple-treat,0,3/25/2014,0,0,2,0,5,,28,2019-01-09T12:41:06,,2,,1,2,0,0,2,0
655,love-plus,0,9/3/2009,0,0,2,1,5,,296,2019-08-28T21:59:27,"Dating Sim, Romance",3,"Casual, Adventure",1,2,1,0,0,1
656,kirbys-block-ball-1995,0,12/14/1995,0,0,2,0,5,,182,2019-08-28T22:01:07,,2,,1,2,1,1,0,0
657,samurai-warriors-chronicles-3,0,12/4/2014,0,0,0,0,5,,109,2019-08-02T16:24:11,"online, samurai",0,"Action, Fighting",1,4,0,0,0,0
658,the-legend-of-dark-witch-2,0,12/17/2015,0,0,2,0,5,,249,2020-01-21T13:35:24,"2D, Full controller support",2,"Casual, Indie",0,4,1,0,0,0
659,moon-chronicles,0,5/15/2014,0,0,0,0,5,,148,2019-01-09T12:41:06,,0,,2,2,0,1,0,0
660,shining-force-sword-of-hajya,0,6/25/1993,0,0,3,0,5,,152,2019-01-09T12:41:06,,3,,0,0,3,2,0,0
661,game-watch-gallery-3,0,2/5/2015,0,0,2,0,5,,91,2019-01-25T04:27:42,"NES, mario",2,,1,2,1,0,1,0
662,rodea-the-sky-soldier,0,11/10/2015,0,0,1,0,5,,371,2019-01-09T12:41:06,"Flight, sky",1,,1,2,0,0,2,0
663,moco-moco-friends,0,11/17/2015,0,0,0,0,5,,65,2019-01-09T12:41:06,,0,,0,1,1,1,2,0
664,alleyway,0,6/6/2011,0,0,3,0,5,,49,2019-01-09T12:41:06,"Space, NES",3,,0,2,2,0,1,0
665,ridge-racer-3d,0,2/26/2011,0,0,3,0,5,,355,2020-01-17T18:06:22,"exclusive, true exclusive",3,,0,2,2,0,1,0
666,ikachan,0,6/23/2000,0,0,0,0,5,,375,2019-01-09T12:41:06,,0,,0,1,1,2,1,0
667,beyond-the-labyrinth,0,1/19/2012,0,0,1,0,5,,75,2019-09-12T06:37:34,"exclusive, true exclusive",1,,2,1,0,0,2,0
668,fire-emblem-fates-special-edition,0,2/19/2016,0,0,1,0,5,,0,2019-09-12T06:37:36,"exclusive, true exclusive",1,,2,1,1,0,1,0
669,gravity-falls-legend-of-the-gnome-gemulets,0,10/20/2015,0,0,1,0,5,,143,2019-09-12T06:37:37,"exclusive, true exclusive",1,,0,2,3,0,0,0
670,tappingo-2,0,9/4/2014,0,0,0,0,4,,75,2019-01-09T12:41:06,,0,,1,2,1,0,0,0
671,dr-robotniks-mean-bean-machine-2,0,12/11/2006,0,0,1,0,4,,252,2019-04-14T18:27:41,,1,,1,1,0,1,1,0
672,wrecking-crew,4,11/19/2007,0,0,0,0,4,,282,2019-01-09T12:41:06,,0,,1,3,0,0,0,0
673,steel-empire,0,1/1/1992,0,0,1,0,4,,367,2019-08-28T22:06:50,"2D, Full controller support",1,"Strategy, Arcade",1,1,0,1,1,0
674,toy-defense,0,2/25/2016,0,0,2,0,4,,112,2019-01-09T12:41:06,,2,,0,1,1,0,1,1
675,kingdoms-item-shop,0,8/18/2016,0,0,0,0,4,,131,2019-01-09T12:41:06,,0,,0,1,0,1,0,2
676,legend-of-the-river-king,0,9/19/1997,0,0,0,0,4,,164,2019-01-09T12:41:06,,0,,0,2,0,2,0,0
677,witch-hero,0,4/18/2013,0,0,1,0,4,,130,2019-03-15T02:42:33,"Blood, Monsters",1,,0,1,1,2,0,0
678,inazuma-eleven-go-shadow,0,12/15/2011,0,0,1,0,4,,20,2020-03-19T21:38:40,,1,"Adventure, RPG",0,0,3,0,1,0
679,resident-evil-mercenaries-vs,0,4/14/2011,0,0,2,0,4,,215,2020-01-10T08:46:24,,2,"Shooter, Action",0,1,0,0,3,0
680,flipnote-studio-3d,0,3/31/2016,0,0,1,0,4,,0,2020-06-01T08:52:47,"exclusive, true exclusive",1,,1,3,0,0,0,0
681,trip-world,0,11/27/1992,0,0,1,0,4,,288,2019-08-28T22:00:46,,1,,0,1,1,1,0,1
682,crash-n-the-boys-street-challenge-2,0,6/26/1992,0,0,1,0,4,,231,2019-08-28T22:01:56,"Singleplayer, Multiplayer",1,,0,1,1,1,0,1
683,zen-pinball-3d,0,1/12/2012,0,0,0,0,4,,307,2019-01-09T12:41:06,"Aliens, Physics",0,,1,3,0,0,0,0
684,bird-mania-3d,0,5/3/2012,0,0,2,0,4,,64,2019-04-30T00:13:47,"achievements, art",2,,0,2,1,0,1,0
685,lego-legends-of-chima-lavals-journey-2,0,6/21/2013,0,0,0,0,4,,265,2020-09-08T11:33:46,"Story, friends",0,,1,1,1,1,0,0
686,chibi-robo-photo-finder,0,7/3/2013,0,0,1,0,4,,274,2019-04-14T10:37:18,"Colorful, Robots",2,,0,2,1,0,1,0
687,frutakia-2,1,9/21/2017,0,0,0,0,4,,93,2019-08-28T22:04:35,"Singleplayer, puzzles",0,"Casual, Strategy",0,4,0,0,0,0
688,parascientific-escape-gear-detective,0,2/9/2017,0,0,0,0,4,,149,2019-01-09T12:41:06,"Crime, Detective",0,,2,2,0,0,0,0
689,2-fast-4-gnomz,0,2/23/2012,0,0,1,0,4,,279,2019-01-09T12:41:06,"princess, bounce",1,,0,2,0,0,2,0
690,mystical-ninja-starring-goemon,0,8/16/2012,0,0,1,0,4,,175,2019-06-02T18:54:55,,1,,0,2,1,1,0,0
691,horror-stories,0,2/21/2019,0,0,0,0,4,,144,2019-11-19T18:22:55,"Steam Achievements, Horror",0,"Casual, Indie",0,3,0,1,0,0
692,streetpass-mii-plaza,0,,0,0,2,0,4,,0,2019-09-12T06:37:44,"exclusive, true exclusive",2,,1,1,2,0,0,0
693,inazuma-eleven-go-light,0,,0,0,0,0,4,,0,2019-09-12T06:37:37,"exclusive, true exclusive",0,,0,2,1,0,1,0
694,puyo-puyo-tsu,0,7/6/1994,0,0,0,0,4,,284,2019-08-28T22:01:07,"Multiplayer, Singleplayer",0,,1,2,0,1,0,0
695,hot-wheels-worlds-best-driver,0,9/17/2013,0,0,1,0,4,39,477,2020-11-21T07:00:04,,1,"Racing, Arcade",0,3,0,1,0,0
696,yu-gi-oh-zexal-world-duel-carnival,0,12/5/2013,0,0,2,0,4,,173,2019-01-09T12:41:06,,2,,0,1,1,1,0,1
697,kirbys-star-stacker-1997,0,3/18/1997,0,0,1,0,4,,161,2019-08-28T22:01:07,"Multiplayer, Singleplayer",1,,0,2,0,1,1,0
698,picross-e8,0,12/21/2017,0,0,2,0,4,,161,2019-01-09T12:41:06,,2,,0,1,1,0,1,1
699,marvel-pinball-3d,0,6/28/2012,0,0,1,0,4,,316,2019-04-28T11:23:41,"Physics, Pinball",1,,0,2,1,0,1,0
700,slice-it,0,1/14/2016,0,0,2,0,4,,65,2019-11-24T08:02:39,,2,,0,1,2,0,1,0
701,polara,0,9/15/2016,0,0,0,0,4,,214,2019-08-02T16:20:46,"simple, challenge",0,,1,3,0,0,0,0
702,gargoyles-quest,0,8/25/2011,0,0,1,0,4,,259,2019-01-09T12:41:06,"NES, build",1,,1,1,2,0,0,0
703,dragon-quest-monsters-terrys-wonderland-3d,0,5/31/2012,0,0,0,0,4,,28,2019-12-14T19:00:50,,0,,0,2,1,1,0,0
704,columns,0,12/4/2006,0,0,2,0,4,,286,2019-08-28T22:11:49,"Partial Controller Support, Singleplayer",2,"Casual, Strategy",0,1,1,1,1,0
705,samurai-warriors-chronicles,0,2/26/2011,0,0,1,0,4,,581,2019-09-12T06:37:44,"exclusive, true exclusive",1,,0,1,1,2,0,0
706,nintendogs-cats-toy-poodle-new-friends,0,3/27/2011,0,0,2,0,4,,258,2019-01-09T12:41:06,"online, cats",2,,0,1,1,0,2,0
707,pokedex-3d-pro,0,7/14/2012,0,0,2,0,4,,174,2019-01-09T12:41:06,"pokemon, application",2,,0,1,2,0,1,0
708,dillons-rolling-western-the-last-ranger,0,4/11/2013,0,0,0,0,4,,366,2019-09-12T06:37:35,"Tower Defense, exclusive",0,,1,2,0,1,0,0
709,steel-diver-sub-wars,1,2/13/2014,0,0,1,0,4,,253,2019-04-30T00:10:13,"Multiplayer, online",1,,0,2,0,0,2,0
710,mega-man-xtreme,0,5/1/2014,0,0,2,1,4,,131,2019-04-29T02:20:20,"Crime, Robots",3,,0,1,3,0,0,0
711,transformers-prime-the-game,0,10/30/2012,0,0,0,0,4,,427,2019-01-09T12:41:06,"Multiplayer, battle",0,,1,2,0,0,0,1
712,dementium-remastered,0,12/3/2015,0,0,1,0,4,,147,2019-01-09T12:41:06,,1,,0,2,0,1,1,0
713,epic-word-search-collection,0,7/23/2015,0,0,0,0,4,,139,2020-12-16T14:45:16,"puzzles, Education",0,,0,4,0,0,0,0
714,style-savvy-styling-star,0,12/25/2017,0,0,0,0,4,,158,2019-09-12T06:37:45,"lifestyle, exclusive",0,,0,2,1,0,1,0
715,parascientific-escape-crossing-at-the-farthest-hor,0,7/27/2017,0,0,0,0,4,,99,2019-01-09T12:41:06,,0,,2,2,0,0,0,0
716,3d-after-burner-ii,0,1/15/2015,0,0,0,0,4,,177,2019-01-09T12:41:06,,0,,0,3,0,0,0,1
717,picross-e6,0,8/6/2015,0,0,1,0,4,,63,2019-01-09T12:41:06,,1,,0,1,3,0,0,0
718,style-savvy-trendsetters,0,10/22/2012,0,0,1,0,4,,274,2019-09-12T06:37:45,"Fashion-Styling, lifestyle",1,,1,2,0,0,1,0
719,tumblepop,0,11/20/1992,0,0,1,0,4,,248,2019-01-09T12:41:06,,1,,0,1,1,1,0,1
